,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare
1659,2011,4,"New York City, NY (Metropolitan Area)","Orlando, FL",989,9224,160.54
1660,2012,1,"New York City, NY (Metropolitan Area)","Orlando, FL",989,8511,169.73
1661,2012,2,"New York City, NY (Metropolitan Area)","Orlando, FL",989,10321,161.47
1662,2012,3,"New York City, NY (Metropolitan Area)","Orlando, FL",989,10043,156.51
1663,2012,4,"New York City, NY (Metropolitan Area)","Orlando, FL",989,8704,166.33
1664,2013,1,"New York City, NY (Metropolitan Area)","Orlando, FL",989,8980,175.72
1665,2013,2,"New York City, NY (Metropolitan Area)","Orlando, FL",989,9824,161.01
1666,2013,3,"New York City, NY (Metropolitan Area)","Orlando, FL",989,9685,174.58
1667,2013,4,"New York City, NY (Metropolitan Area)","Orlando, FL",989,8850,182.87
1668,2011,1,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2112,281.11
1669,2011,2,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2583,265.67
1670,2011,3,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2339,244.2
1671,2011,4,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2603,246.36
1672,2012,1,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2347,227.27
1673,2012,2,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2733,243.24
1674,2012,3,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2167,245.79
1675,2012,4,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2590,259.95
1676,2013,1,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2386,278.35
1677,2013,2,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2566,260.14
1678,2013,3,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2100,269.2
1679,2013,4,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2636,272.96
1680,2011,1,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,6169,342.98
1681,2011,2,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,7904,371.39
1682,2011,3,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,7711,386.61
1683,2011,4,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,7246,364.58
1684,2012,1,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,6236,343.1
1685,2012,2,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,8400,371.99
1686,2012,3,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,8290,369.29
1687,2012,4,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,7632,382.99
1688,2013,1,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,6339,400.47
1689,2013,2,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,8946,362.9
1690,2013,3,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,9169,367.65
1691,2013,4,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,8815,358.92
1692,2011,1,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,1514,287.63
1693,2011,2,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2239,307.87
1694,2011,3,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2484,325.47
1695,2011,4,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,1951,292.61
1696,2012,1,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,1585,270.47
1697,2012,2,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2349,286.73
1698,2012,3,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2608,301.64
1699,2012,4,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,1966,300.53
1700,2013,1,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,1597,280.97
1701,2013,2,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2318,299.46
1702,2013,3,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2663,318.04
1703,2013,4,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,2182,295.8
1704,2011,1,"Orlando, FL","Philadelphia, PA",861,3095,134.95
1705,2011,2,"Orlando, FL","Philadelphia, PA",861,3193,155.19
1706,2011,3,"Orlando, FL","Philadelphia, PA",861,3062,129.82
1707,2011,4,"Orlando, FL","Philadelphia, PA",861,3095,148.02
1708,2012,1,"Orlando, FL","Philadelphia, PA",861,2797,155.26
1709,2012,2,"Orlando, FL","Philadelphia, PA",861,3188,153.24
1710,2012,3,"Orlando, FL","Philadelphia, PA",861,2732,141.12
1711,2012,4,"Orlando, FL","Philadelphia, PA",861,3078,151.91
1712,2013,1,"Orlando, FL","Philadelphia, PA",861,2828,166.47
1713,2013,2,"Orlando, FL","Philadelphia, PA",861,2869,161.78
1714,2013,3,"Orlando, FL","Philadelphia, PA",861,2323,170.46
1715,2013,4,"Orlando, FL","Philadelphia, PA",861,2671,179.29
1716,2011,1,"Orlando, FL","Phoenix, AZ",1848,703,230.65
1717,2011,2,"Orlando, FL","Phoenix, AZ",1848,649,219.47
1718,2011,3,"Orlando, FL","Phoenix, AZ",1849,558,208.86
1719,2011,4,"Orlando, FL","Phoenix, AZ",1849,680,226.63
1720,2012,1,"Orlando, FL","Phoenix, AZ",1849,647,249.69
1721,2012,2,"Orlando, FL","Phoenix, AZ",1849,649,241.91
1722,2012,3,"Orlando, FL","Phoenix, AZ",1849,505,225.56
1723,2012,4,"Orlando, FL","Phoenix, AZ",1849,693,229.76
1724,2013,1,"Orlando, FL","Phoenix, AZ",1849,656,272.2
1725,2013,2,"Orlando, FL","Phoenix, AZ",1849,633,260.45
1726,2013,3,"Orlando, FL","Phoenix, AZ",1849,434,283.36
1727,2013,4,"Orlando, FL","Phoenix, AZ",1849,658,268.62
1728,2011,1,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2445,937,266.73
1729,2011,2,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2445,1136,282.49
1730,2011,3,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,908,266.86
1731,2011,4,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1048,283.86
1732,2012,1,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,963,278.97
1733,2012,2,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1121,300.79
1734,2012,3,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1028,276.69
1735,2012,4,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1080,287.81
1736,2013,1,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1061,279.68
1737,2013,2,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1312,281.98
1738,2013,3,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1065,283.02
1739,2013,4,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1073,309.96
1740,2011,1,"Orlando, FL","Seattle, WA",2553,725,245.07
1741,2011,2,"Orlando, FL","Seattle, WA",2553,677,261.43
1742,2011,3,"Orlando, FL","Seattle, WA",2554,661,242.97
1743,2011,4,"Orlando, FL","Seattle, WA",2554,666,248.56
1744,2012,1,"Orlando, FL","Seattle, WA",2554,665,277.13
1745,2012,2,"Orlando, FL","Seattle, WA",2554,660,301.73
1746,2012,3,"Orlando, FL","Seattle, WA",2554,636,285.82
1747,2012,4,"Orlando, FL","Seattle, WA",2554,671,266.64
1748,2013,1,"Orlando, FL","Seattle, WA",2554,672,268.04
1749,2013,2,"Orlando, FL","Seattle, WA",2554,774,270.52
1750,2013,3,"Orlando, FL","Seattle, WA",2554,715,265.82
1751,2013,4,"Orlando, FL","Seattle, WA",2554,656,282.0
1752,2011,1,"Philadelphia, PA","Phoenix, AZ",2075,881,250.62
1753,2011,2,"Philadelphia, PA","Phoenix, AZ",2075,975,252.27
1754,2011,3,"Philadelphia, PA","Phoenix, AZ",2075,830,251.74
1755,2011,4,"Philadelphia, PA","Phoenix, AZ",2075,892,254.5
1756,2012,1,"Philadelphia, PA","Phoenix, AZ",2075,791,262.65
1757,2012,2,"Philadelphia, PA","Phoenix, AZ",2075,872,277.02
1758,2012,3,"Philadelphia, PA","Phoenix, AZ",2075,785,235.71
1759,2012,4,"Philadelphia, PA","Phoenix, AZ",2075,861,247.69
1760,2013,1,"Philadelphia, PA","Phoenix, AZ",2075,867,266.82
1761,2013,2,"Philadelphia, PA","Phoenix, AZ",2075,971,251.08
1762,2013,3,"Philadelphia, PA","Phoenix, AZ",2075,808,271.59
1763,2013,4,"Philadelphia, PA","Phoenix, AZ",2075,913,277.76
1764,2011,1,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,989,370.93
1765,2011,2,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1416,360.93
1766,2011,3,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1545,353.86
1767,2011,4,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1356,329.68
1768,2012,1,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1029,351.08
1769,2012,2,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1747,303.48
1770,2012,3,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1906,291.34
1771,2012,4,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1688,296.36
1772,2013,1,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1434,291.02
1773,2013,2,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1760,303.33
1774,2013,3,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1722,322.18
1775,2013,4,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2521,1604,307.1
1776,2011,1,"Philadelphia, PA","Seattle, WA",2378,339,303.08
1777,2011,2,"Philadelphia, PA","Seattle, WA",2378,601,300.65
1778,2011,3,"Philadelphia, PA","Seattle, WA",2378,673,310.39
1779,2011,4,"Philadelphia, PA","Seattle, WA",2378,499,292.21
1780,2012,1,"Philadelphia, PA","Seattle, WA",2378,344,311.64
1781,2012,2,"Philadelphia, PA","Seattle, WA",2378,604,300.2
1782,2012,3,"Philadelphia, PA","Seattle, WA",2378,741,296.28
1783,2012,4,"Philadelphia, PA","Seattle, WA",2378,546,271.37
1784,2013,1,"Philadelphia, PA","Seattle, WA",2378,386,263.68
1785,2013,2,"Philadelphia, PA","Seattle, WA",2378,651,270.64
1786,2013,3,"Philadelphia, PA","Seattle, WA",2378,778,289.17
1787,2013,4,"Philadelphia, PA","Seattle, WA",2378,576,252.32
1788,2011,1,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,3612,163.06
1789,2011,2,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,3256,173.84
1790,2011,3,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,2847,178.36
1791,2011,4,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,3442,171.43
1792,2012,1,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3657,167.89
1793,2012,2,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3619,160.52
1794,2012,3,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3171,151.4
1795,2012,4,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3564,159.83
1796,2013,1,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3642,176.98
1797,2013,2,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3324,176.17
1798,2013,3,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",651,2762,198.44
1799,2013,4,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,3412,187.31
1800,2011,1,"Phoenix, AZ","Seattle, WA",1107,1979,182.66
1801,2011,2,"Phoenix, AZ","Seattle, WA",1107,1920,187.14
1802,2011,3,"Phoenix, AZ","Seattle, WA",1107,1702,177.73
1803,2011,4,"Phoenix, AZ","Seattle, WA",1107,1980,175.58
1804,2012,1,"Phoenix, AZ","Seattle, WA",1107,2046,180.71
1805,2012,2,"Phoenix, AZ","Seattle, WA",1107,1895,196.81
1806,2012,3,"Phoenix, AZ","Seattle, WA",1107,1541,201.51
1807,2012,4,"Phoenix, AZ","Seattle, WA",1124,1829,209.8
1808,2013,1,"Phoenix, AZ","Seattle, WA",1124,2070,202.62
1809,2013,2,"Phoenix, AZ","Seattle, WA",1107,1949,196.61
1810,2013,3,"Phoenix, AZ","Seattle, WA",1107,1643,197.49
1811,2013,4,"Phoenix, AZ","Seattle, WA",1107,2064,186.22
1812,2011,1,"San Francisco, CA (Metropolitan Area)","Seattle, WA",696,4506,133.96
1813,2011,2,"San Francisco, CA (Metropolitan Area)","Seattle, WA",696,5335,148.49
1814,2011,3,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5782,151.11
1815,2011,4,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5172,146.55
1816,2012,1,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,4346,139.36
1817,2012,2,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5183,163.22
1818,2012,3,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5365,161.55
1819,2012,4,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,4952,169.63
1820,2013,1,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,4434,162.59
1821,2013,2,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5382,165.23
1822,2013,3,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5934,162.96
1823,2013,4,"San Francisco, CA (Metropolitan Area)","Seattle, WA",697,5412,156.37
